thr,FP,FN,FPR,FNR,FP_plus_FN,max_FPR_FNR
0.496,154,69,0.43874643874643876,0.13218390804597702,223,0.43874643874643876
0.498,153,71,0.4358974358974359,0.1360153256704981,224,0.4358974358974359
0.5,150,71,0.42735042735042733,0.1360153256704981,221,0.42735042735042733
0.502,148,72,0.42165242165242167,0.13793103448275862,220,0.42165242165242167
0.504,145,74,0.4131054131054131,0.1417624521072797,219,0.4131054131054131
0.506,143,74,0.4074074074074074,0.1417624521072797,217,0.4074074074074074
0.508,142,77,0.4045584045584046,0.1475095785440613,219,0.4045584045584046
0.51,141,78,0.4017094017094017,0.14942528735632185,219,0.4017094017094017
0.512,139,79,0.396011396011396,0.15134099616858238,218,0.396011396011396
0.514,138,81,0.39316239316239315,0.15517241379310345,219,0.39316239316239315
0.516,136,84,0.38746438746438744,0.16091954022988506,220,0.38746438746438744
0.518,135,85,0.38461538461538464,0.16283524904214558,220,0.38461538461538464
0.52,134,88,0.3817663817663818,0.1685823754789272,222,0.3817663817663818
0.522,133,88,0.3789173789173789,0.1685823754789272,221,0.3789173789173789
0.524,130,88,0.37037037037037035,0.1685823754789272,218,0.37037037037037035
0.526,127,90,0.36182336182336183,0.1724137931034483,217,0.36182336182336183
0.528,126,91,0.358974358974359,0.1743295019157088,217,0.358974358974359
0.53,126,92,0.358974358974359,0.17624521072796934,218,0.358974358974359
0.532,126,93,0.358974358974359,0.1781609195402299,219,0.358974358974359
0.534,125,96,0.3561253561253561,0.1839080459770115,221,0.3561253561253561
0.536,125,97,0.3561253561253561,0.18582375478927204,222,0.3561253561253561
0.538,123,97,0.3504273504273504,0.18582375478927204,220,0.3504273504273504
0.54,123,99,0.3504273504273504,0.1896551724137931,222,0.3504273504273504
0.542,122,100,0.3475783475783476,0.19157088122605365,222,0.3475783475783476
0.544,121,103,0.34472934472934474,0.19731800766283525,224,0.34472934472934474
0.546,120,104,0.3418803418803419,0.19923371647509577,224,0.3418803418803419
0.548,119,106,0.33903133903133903,0.20306513409961685,225,0.33903133903133903
0.55,119,107,0.33903133903133903,0.2049808429118774,226,0.33903133903133903
0.552,119,111,0.33903133903133903,0.21264367816091953,230,0.33903133903133903
0.554,118,113,0.33618233618233617,0.2164750957854406,231,0.33618233618233617
0.556,117,114,0.3333333333333333,0.21839080459770116,231,0.3333333333333333
0.558,116,114,0.33048433048433046,0.21839080459770116,230,0.33048433048433046
0.56,114,116,0.3247863247863248,0.2222222222222222,230,0.3247863247863248
0.562,112,117,0.3190883190883191,0.22413793103448276,229,0.3190883190883191
0.5640000000000001,112,119,0.3190883190883191,0.22796934865900384,231,0.3190883190883191
0.5660000000000001,111,123,0.3162393162393162,0.23563218390804597,234,0.3162393162393162
0.5680000000000001,109,126,0.31054131054131057,0.2413793103448276,235,0.31054131054131057
0.5700000000000001,108,128,0.3076923076923077,0.24521072796934865,236,0.3076923076923077
0.5720000000000001,106,130,0.301994301994302,0.24904214559386972,236,0.301994301994302
0.5740000000000001,106,132,0.301994301994302,0.25287356321839083,238,0.301994301994302
0.5760000000000001,104,133,0.2962962962962963,0.2547892720306513,237,0.2962962962962963
0.578,104,134,0.2962962962962963,0.2567049808429119,238,0.2962962962962963
